,source,target,spec2vec,matched_peaks,_merge,cosine
332,374,664,0.0,9.0,left_only,0.8311014687480823
333,374,672,0.0,8.0,left_only,0.8377680277835349
334,515,634,0.0,9.0,left_only,0.9640705537507935
335,515,661,0.0,21.0,left_only,0.8570700772757894
336,515,664,0.0,8.0,left_only,0.9323410668919854
337,630,661,0.0,7.0,left_only,0.7194812312566455
338,630,670,0.0,10.0,left_only,0.9990866604416847
339,630,672,0.0,12.0,left_only,0.9984705362990562
340,630,675,0.0,7.0,left_only,0.9983831790192714
341,630,656,0.9773298418062474,0.0,right_only,0.0
342,630,189,0.9757762194999486,0.0,right_only,0.0
343,630,671,0.9756474789932543,0.0,right_only,0.0
344,630,547,0.9755936876474693,0.0,right_only,0.0
345,630,677,0.9675817975448082,0.0,right_only,0.0
346,630,664,0.9278396589471307,0.0,right_only,0.0
347,654,611,0.0,29.0,left_only,0.8593006600529723
348,670,672,0.0,10.0,left_only,0.9983650126784247
349,670,675,0.0,7.0,left_only,0.9989190553652092
350,670,664,0.9187734744909029,0.0,right_only,0.0
351,670,634,0.905272322396601,0.0,right_only,0.0
352,670,657,0.9821418822609068,0.0,right_only,0.0
353,670,652,0.9823343814726235,0.0,right_only,0.0
354,670,586,0.980248853355226,0.0,right_only,0.0
355,670,669,0.979300855862318,0.0,right_only,0.0
356,670,671,0.9764131844513045,0.0,right_only,0.0
357,670,547,0.9762035158229281,0.0,right_only,0.0
358,670,673,0.9689439166565463,0.0,right_only,0.0
359,670,674,0.9761114857624635,0.0,right_only,0.0
360,672,661,0.0,8.0,left_only,0.7182363232879694
361,672,664,0.9066504363233971,0.0,right_only,0.0
362,672,669,0.9430907217439048,0.0,right_only,0.0
363,672,652,0.9470895148320033,0.0,right_only,0.0
364,672,675,0.953636631494047,0.0,right_only,0.0
365,672,657,0.947224000697308,0.0,right_only,0.0
366,672,674,0.9460043766593833,0.0,right_only,0.0
367,672,656,0.944119484231212,0.0,right_only,0.0
368,672,586,0.9433634335537291,0.0,right_only,0.0
369,278,450,0.0,7.0,left_only,0.7852648594001244
370,414,580,0.0,15.0,left_only,0.9178238324687572
371,414,643,0.0,13.0,left_only,0.8910650415791501
372,643,580,0.0,12.0,left_only,0.8207948205752985
373,319,454,0.0,7.0,left_only,0.8347239063627373
374,321,556,0.0,9.0,left_only,0.9134009950325213
375,346,462,0.0,9.0,left_only,0.9654270442716603
376,351,369,0.0,44.0,left_only,0.9740484655874786
377,361,398,0.9155138072970349,12.0,both,0.9989713432852407
378,361,430,0.0,13.0,left_only,0.9991361593664683
379,361,433,0.0,12.0,left_only,0.9987151799810289
380,361,435,0.0,13.0,left_only,0.999317428036623
381,361,463,0.0,13.0,left_only,0.9993431985807845
382,361,466,0.0,13.0,left_only,0.9990608914825841
383,361,512,0.9869193502916165,12.0,both,0.9986288640094256
384,361,520,0.0,13.0,left_only,0.9992759572367866
385,361,608,0.9700705122520096,11.0,both,0.9986280216906315
386,398,430,0.0,12.0,left_only,0.9998228658801366
387,398,433,0.0,11.0,left_only,0.9992907288193673
388,398,435,0.0,12.0,left_only,0.9995981135981564
389,398,463,0.0,12.0,left_only,0.999625893222217
390,398,466,0.0,12.0,left_only,0.999737296867338
391,398,512,0.9089797998206386,11.0,both,0.999638452805015
392,398,520,0.0,12.0,left_only,0.9996729892463186
